phase,csv_file,source_table_type,source_column_order,source_column,target_entity,target_field,import_treatment,notes
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_POLICIES_AND_APPROVAL_PROCESSES.csv,policies,10,Fundraising restriction,approvals/policies,fundraising_restriction,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_POLICIES_AND_APPROVAL_PROCESSES.csv,policies,11,Procurement requirement,approvals/policies,procurement_requirement,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_POLICIES_AND_APPROVAL_PROCESSES.csv,policies,12,Venue requirement,venues/relationship_staging,venue_requirement,resolve_or_stage,Resolve to venue organization where possible; otherwise create unresolved relationship review row.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_POLICIES_AND_APPROVAL_PROCESSES.csv,policies,13,Confidence level,sources,confidence_level,map_enum,Keep source confidence separate from score confidence.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_POLICIES_AND_APPROVAL_PROCESSES.csv,policies,14,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_RESEARCH_GAPS.csv,research_gaps,1,Organization,organizations/relationship_staging,organization,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_RESEARCH_GAPS.csv,research_gaps,2,Missing information,research_gaps,missing_information,map,Create actionable research-gap fields where source file is a research-gap table.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_RESEARCH_GAPS.csv,research_gaps,3,Search attempts,research_gaps,search_attempts,map,Create actionable research-gap fields where source file is a research-gap table.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_RESEARCH_GAPS.csv,research_gaps,4,Sources checked,sources,sources_checked,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_RESEARCH_GAPS.csv,research_gaps,5,Best person to call,research_gaps,best_person_to_call,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_RESEARCH_GAPS.csv,research_gaps,6,Phone number,contact_methods,phone_raw,parse_conditionally,Parse phone when present; preserve extension and source text.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_RESEARCH_GAPS.csv,research_gaps,7,Exact question to ask,research_gaps,exact_question_to_ask,map,Create actionable research-gap fields where source file is a research-gap table.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_RESEARCH_GAPS.csv,research_gaps,8,Priority,research_gaps,priority,map,Create actionable research-gap fields where source file is a research-gap table.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_RESEARCH_GAPS.csv,research_gaps,9,Recommended next step,research_gaps,recommended_next_step,map,Create actionable research-gap fields where source file is a research-gap table.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,1,Rank,priority_recommendations,rank,preserve_as_source_summary,Use for audit/reporting; do not create CRM entities from summary metrics alone.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,2,Organization,organizations/relationship_staging,organization,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,3,School,organizations/relationship_staging,school,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,4,Contact,people/contact_roles,contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,5,Title,priority_recommendations,title,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,6,Contact category,people/contact_roles,contact_category,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,7,Expected usefulness,priority_recommendations,expected_usefulness,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,8,Opportunity tier,opportunity_scores,original_research_tier,preserve_separately,Do not overwrite with future standardized CRM tier.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,9,Opportunity score,opportunity_scores,original_research_score,preserve_separately,Do not overwrite with future standardized CRM score.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,10,Best outreach channel,priority_recommendations,best_outreach_channel,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,11,Email,contact_methods,email_raw,parse_conditionally,Parse only real email addresses; prose/status values remain status text.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,12,Phone,contact_methods,phone_raw,parse_conditionally,Parse phone when present; preserve extension and source text.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,13,Reason to contact,people/contact_roles,reason_to_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,14,Suggested opening angle,priority_recommendations,suggested_opening_angle,preserve_text,Keep as source-backed notes or recommendation text.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,15,Desired outcome,priority_recommendations,desired_outcome,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,16,Backup contact,people/contact_roles,backup_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,17,Source,sources,source,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_PRIORITY_OUTREACH_LIST.csv,priority_outreach,18,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_FINAL_SUMMARY.csv,summary,1,Metric,import_summary,metric,preserve_as_source_summary,Use for audit/reporting; do not create CRM entities from summary metrics alone.
phase_1,Bloom_Boys_SK_K12_Research_Phase_1_FINAL_SUMMARY.csv,summary,2,Value,import_summary,value,preserve_as_source_summary,Use for audit/reporting; do not create CRM entities from summary metrics alone.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,1,Institution ID,import_source_rows,original_record_id,preserve_and_index,Use with phase/file/row for idempotent re-imports.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,2,Institution name,organizations/relationship_staging,institution_name,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,3,Institution type,organizations,institution_type,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,4,Main city,organizations,main_city,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,5,Campuses,organizations,campuses,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,6,Approximate student population,organizations,approximate_student_population,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,7,Approximate annual graduates,opportunities,approximate_annual_graduates,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,8,Number of annual ceremonies,organizations,of_annual_ceremonies,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,9,Website,sources,website,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,10,Staff directory,people/contact_roles,staff_directory,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,11,Convocation page,events,convocation_page,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,12,Events page,events,events_page,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,13,Procurement page,approvals/policies,procurement_page,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,14,Vendor-registration page,approvals/policies,vendor_registration_page,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,15,Main operational contact,people/contact_roles,main_operational_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,16,Backup operational contact,people/contact_roles,backup_operational_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,17,Senior referral contact,people/contact_roles,senior_referral_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,18,Student-association contact,people/contact_roles,student_association_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,19,Venue,venues/relationship_staging,venue,resolve_or_stage,Resolve to venue organization where possible; otherwise create unresolved relationship review row.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,20,Existing vendor,approvals/policies,existing_vendor,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,21,Main approval route,approvals/policies,main_approval_route,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,22,Opportunity tier,opportunity_scores,original_research_tier,preserve_separately,Do not overwrite with future standardized CRM tier.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,23,Opportunity score,opportunity_scores,original_research_score,preserve_separately,Do not overwrite with future standardized CRM score.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,24,Main opportunity,opportunities,main_opportunity,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,25,Main barrier,opportunities,main_barrier,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,26,Source URLs,sources,source_urls,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_INSTITUTIONS.csv,institutions,27,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,1,Contact ID,import_source_rows,original_record_id,preserve_and_index,Use with phase/file/row for idempotent re-imports.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,2,First name,people/contact_roles,first_name,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,3,Last name,people/contact_roles,last_name,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,4,Full name,people/contact_roles,full_name,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,5,Exact job title,people/contact_roles,exact_job_title,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,6,Department,people/contact_roles,department,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,7,Organization,organizations/relationship_staging,organization,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,8,Campus,people/contact_roles,campus,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,9,City,people/contact_roles,city,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,10,Province,people/contact_roles,province,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,11,Institution type,people/contact_roles,institution_type,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,12,Contact category,people/contact_roles,contact_category,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,13,Operational or influence contact,people/contact_roles,operational_or_influence_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,14,Scope of influence,people/contact_roles,scope_of_influence,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,15,Authority level,people/contact_roles,authority_level,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,16,Why this contact matters to Bloom Boys,people/contact_roles,why_this_contact_matters_to_bloom_boys,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,17,Best purpose for contacting them,people/contact_roles,best_purpose_for_contacting_them,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,18,Expected usefulness,people/contact_roles,expected_usefulness,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,19,Best outreach channel,people/contact_roles,best_outreach_channel,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,20,Secondary outreach channel,people/contact_roles,secondary_outreach_channel,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,21,Verified public email,contact_methods,email_raw,parse_conditionally,Parse only real email addresses; prose/status values remain status text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,22,Email status,contact_methods,email_status,map_enum,Controls whether a parseable email may be treated as verified.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,23,Public phone,contact_methods,phone_raw,parse_conditionally,Parse phone when present; preserve extension and source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,24,Phone extension,contact_methods,phone_raw,parse_conditionally,Parse phone when present; preserve extension and source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,25,LinkedIn URL,sources,linkedin_url,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,26,Official profile URL,sources,official_profile_url,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,27,Main source URL,sources,main_source_url,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,28,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,29,Confidence level,sources,confidence_level,map_enum,Keep source confidence separate from score confidence.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,30,Suggested opening angle,people/contact_roles,suggested_opening_angle,preserve_text,Keep as source-backed notes or recommendation text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,31,Suggested first sentence,people/contact_roles,suggested_first_sentence,preserve_text,Keep as source-backed notes or recommendation text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONTACTS.csv,contacts,32,Who to contact next if they do not respond,people/contact_roles,who_to_contact_next_if_they_do_not_respond,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,1,Event ID,import_source_rows,original_record_id,preserve_and_index,Use with phase/file/row for idempotent re-imports.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,2,Institution,organizations/relationship_staging,institution,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,3,Campus,events/opportunities,campus,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,4,Event name,events,event_name,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,5,Event type,events,event_type,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,6,Faculty or department,events/opportunities,faculty_or_department,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,7,Confirmed or estimated date,events,confirmed_or_estimated_date,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,8,Ceremony time,events,ceremony_time,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,9,Venue,venues/relationship_staging,venue,resolve_or_stage,Resolve to venue organization where possible; otherwise create unresolved relationship review row.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,10,Venue operator,venues/relationship_staging,venue_operator,resolve_or_stage,Resolve to venue organization where possible; otherwise create unresolved relationship review row.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,11,Approximate graduates,opportunities,approximate_graduates,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,12,Estimated attendance,opportunities,estimated_attendance,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,13,Primary organizer,people/contact_roles,primary_organizer,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,14,Backup organizer,people/contact_roles,backup_organizer,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,15,Existing vendor,approvals/policies,existing_vendor,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,16,Products currently offered,opportunities,products_currently_offered,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,17,Suggested Bloom Boys products,opportunities,suggested_bloom_boys_products,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,18,Online preorder potential,opportunities,online_preorder_potential,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,19,Approval authority,approvals/policies,approval_authority,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,20,Opportunity score,opportunity_scores,original_research_score,preserve_separately,Do not overwrite with future standardized CRM score.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,21,Opportunity tier,opportunity_scores,original_research_tier,preserve_separately,Do not overwrite with future standardized CRM tier.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,22,Recommended next action,events/opportunities,recommended_next_action,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,23,Source,sources,source,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_CONVOCATIONS_AND_CEREMONIES.csv,postsecondary_events,24,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,1,Venue ID,import_source_rows,original_record_id,preserve_and_index,Use with phase/file/row for idempotent re-imports.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,2,Venue name,venues/relationship_staging,venue_name,resolve_or_stage,Resolve to venue organization where possible; otherwise create unresolved relationship review row.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,3,City,venues,city,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,4,Venue operator,venues/relationship_staging,venue_operator,resolve_or_stage,Resolve to venue organization where possible; otherwise create unresolved relationship review row.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,5,Website,sources,website,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,6,Events held,events,events_held,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,7,Event booking contact,people/contact_roles,event_booking_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,8,Operations contact,people/contact_roles,operations_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
