phase,csv_file,source_table_type,source_column_order,source_column,target_entity,target_field,import_treatment,notes
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,9,Vendor contact,approvals/policies,vendor_contact,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,10,Concessions contact,people/contact_roles,concessions_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,11,Email,contact_methods,email_raw,parse_conditionally,Parse only real email addresses; prose/status values remain status text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,12,Phone,contact_methods,phone_raw,parse_conditionally,Parse phone when present; preserve extension and source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,13,Outside-vendor rules,approvals/policies,outside_vendor_rules,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,14,Exclusive agreements,approvals/policies,exclusive_agreements,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,15,Insurance requirements,approvals/policies,insurance_requirements,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,16,Vendor fees,approvals/policies,vendor_fees,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,17,Loading information,venues,loading_information,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,18,Institution approval also required,approvals/policies,institution_approval_also_required,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,19,Opportunity notes,opportunities,opportunity_notes,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,20,Source URLs,sources,source_urls,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_VENUES.csv,venues,21,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,1,Organization ID,import_source_rows,original_record_id,preserve_and_index,Use with phase/file/row for idempotent re-imports.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,2,Organization name,organizations/relationship_staging,organization_name,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,3,Institution,organizations/relationship_staging,institution,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,4,Organization type,organizations,organization_type,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,5,President,people/contact_roles,president,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,6,Executive director,people/contact_roles,executive_director,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,7,Operations contact,people/contact_roles,operations_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,8,Events contact,people/contact_roles,events_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,9,Sponsorship contact,people/contact_roles,sponsorship_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,10,Email,contact_methods,email_raw,parse_conditionally,Parse only real email addresses; prose/status values remain status text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,11,Phone,contact_methods,phone_raw,parse_conditionally,Parse phone when present; preserve extension and source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,12,Website,sources,website,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,13,Social profile,sources,social_profile,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,14,Relevant events,events,relevant_events,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,15,Partnership potential,organizations,partnership_potential,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,16,Recommended approach,organizations,recommended_approach,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,17,Source,sources,source,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_STUDENT_ORGANIZATIONS.csv,student_organizations,18,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,1,Organization ID,import_source_rows,original_record_id,preserve_and_index,Use with phase/file/row for idempotent re-imports.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,2,Organization,organizations/relationship_staging,organization,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,3,Sector,organizations/events/opportunities,sector,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,4,Organization type,organizations/events/opportunities,organization_type,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,5,Ceremony or event,events,ceremony_or_event,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,6,Event date or timing,events,event_date_or_timing,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,7,Venue,venues/relationship_staging,venue,resolve_or_stage,Resolve to venue organization where possible; otherwise create unresolved relationship review row.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,8,Approximate attendance,opportunities,approximate_attendance,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,9,Executive director,people/contact_roles,executive_director,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,10,Events contact,people/contact_roles,events_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,11,Membership contact,people/contact_roles,membership_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,12,Partnerships contact,people/contact_roles,partnerships_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,13,Email,contact_methods,email_raw,parse_conditionally,Parse only real email addresses; prose/status values remain status text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,14,Phone,contact_methods,phone_raw,parse_conditionally,Parse phone when present; preserve extension and source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,15,Product fit,opportunities,product_fit,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,16,Opportunity tier,opportunity_scores,original_research_tier,preserve_separately,Do not overwrite with future standardized CRM tier.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,17,Opportunity score,opportunity_scores,original_research_score,preserve_separately,Do not overwrite with future standardized CRM score.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,18,Recommended approach,organizations/events/opportunities,recommended_approach,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,19,Source,sources,source,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,trades_professional_bodies,20,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,1,Organization,organizations/relationship_staging,organization,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,2,Policy type,policies,policy_type,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,3,Policy name,policies,policy_name,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,4,Policy URL,sources,policy_url,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,5,Relevant summary,policies,relevant_summary,preserve_text,Keep as source-backed notes or recommendation text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,6,Likely effect on Bloom Boys,policies,likely_effect_on_bloom_boys,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,7,Approval authority,approvals/policies,approval_authority,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,8,Vendor registration,approvals/policies,vendor_registration,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,9,Procurement required,approvals/policies,procurement_required,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,10,Insurance requirement,approvals/policies,insurance_requirement,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,11,Branding restriction,approvals/policies,branding_restriction,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,12,Retail restriction,policies,retail_restriction,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,13,Exclusive agreement,approvals/policies,exclusive_agreement,map_with_review,Preserve as approval/policy evidence; do not treat inferred approval as confirmed.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,14,Confidence level,sources,confidence_level,map_enum,Keep source confidence separate from score confidence.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,policies,15,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,1,Name,people/contact_roles,name,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,2,Title,people/contact_roles,title,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,3,Organization,organizations/relationship_staging,organization,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,4,City,people/contact_roles,city,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,5,Email,contact_methods,email_raw,parse_conditionally,Parse only real email addresses; prose/status values remain status text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,6,Phone,contact_methods,phone_raw,parse_conditionally,Parse phone when present; preserve extension and source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,7,LinkedIn,sources,linkedin,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,8,Official profile,sources,official_profile,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,9,Influence category,people/contact_roles,influence_category,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,10,Best reason to contact,people/contact_roles,best_reason_to_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,11,Recommended timing,people/contact_roles,recommended_timing,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,12,Operational authority,people/contact_roles,operational_authority,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,13,Suggested referral request,people/contact_roles,suggested_referral_request,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,14,Source,sources,source,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_SENIOR_INFLUENCERS.csv,senior_influencers,15,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,research_gaps,1,Organization,organizations/relationship_staging,organization,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,research_gaps,2,Missing information,research_gaps,missing_information,map,Create actionable research-gap fields where source file is a research-gap table.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,research_gaps,3,Searches attempted,research_gaps,searches_attempted,map,Create actionable research-gap fields where source file is a research-gap table.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,research_gaps,4,Sources checked,sources,sources_checked,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,research_gaps,5,Best person or office to call,research_gaps,best_person_or_office_to_call,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,research_gaps,6,Phone number,contact_methods,phone_raw,parse_conditionally,Parse phone when present; preserve extension and source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,research_gaps,7,Exact question to ask,research_gaps,exact_question_to_ask,map,Create actionable research-gap fields where source file is a research-gap table.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,research_gaps,8,Priority,research_gaps,priority,map,Create actionable research-gap fields where source file is a research-gap table.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,research_gaps,9,Recommended next action,research_gaps,recommended_next_action,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,1,Rank,priority_recommendations,rank,preserve_as_source_summary,Use for audit/reporting; do not create CRM entities from summary metrics alone.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,2,Institution or organization,priority_recommendations,institution_or_organization,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,3,Campus,priority_recommendations,campus,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,4,Contact,people/contact_roles,contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,5,Title,priority_recommendations,title,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,6,Contact category,people/contact_roles,contact_category,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,7,Expected usefulness,priority_recommendations,expected_usefulness,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,8,Opportunity,opportunities,opportunity,map_with_status,"Use for research opportunity and scoring context, not automatic active pipeline entry."
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,9,Opportunity tier,opportunity_scores,original_research_tier,preserve_separately,Do not overwrite with future standardized CRM tier.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,10,Opportunity score,opportunity_scores,original_research_score,preserve_separately,Do not overwrite with future standardized CRM score.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,11,Best outreach channel,priority_recommendations,best_outreach_channel,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,12,Email,contact_methods,email_raw,parse_conditionally,Parse only real email addresses; prose/status values remain status text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,13,Phone,contact_methods,phone_raw,parse_conditionally,Parse phone when present; preserve extension and source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,14,Reason to contact,people/contact_roles,reason_to_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,15,Suggested opening angle,priority_recommendations,suggested_opening_angle,preserve_text,Keep as source-backed notes or recommendation text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,16,Desired outcome,priority_recommendations,desired_outcome,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,17,Backup contact,people/contact_roles,backup_contact,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,18,Source,sources,source,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,priority_outreach,19,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,1,Phase 1 school or division,organizations/relationship_staging,phase_1_school_or_division,resolve_or_stage,Resolve by canonical name/alias; unresolved values enter review.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,2,Phase 2 institution or venue,venues/relationship_staging,phase_2_institution_or_venue,resolve_or_stage,Resolve to venue organization where possible; otherwise create unresolved relationship review row.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,3,Connection type,relationship_staging,connection_type,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,4,Shared venue,venues/relationship_staging,shared_venue,resolve_or_stage,Resolve to venue organization where possible; otherwise create unresolved relationship review row.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,5,Relevant event,events,relevant_event,map_with_status,Historical/estimated timing remains labelled and cannot become confirmed automatically.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,6,Contact from Phase 1,people/contact_roles,contact_from_phase_1,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,7,Contact from Phase 2,people/contact_roles,contact_from_phase_2,resolve_or_stage,Create or link contact roles; departmental contacts remain separate from named people.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,8,Potential Bloom Boys advantage,relationship_staging,potential_bloom_boys_advantage,map,Normalize into the target field while preserving the original value in import_source_rows.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,9,Recommended next step,research_gaps,recommended_next_step,map,Create actionable research-gap fields where source file is a research-gap table.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,10,Source,sources,source,parse_and_preserve,Extract URLs where possible and retain the full source text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,phase_1_connections,11,Date verified,sources,date_verified,map,Parse ISO date when present and retain original text.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_FINAL_SUMMARY.csv,summary,1,Metric,import_summary,metric,preserve_as_source_summary,Use for audit/reporting; do not create CRM entities from summary metrics alone.
phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_FINAL_SUMMARY.csv,summary,2,Value,import_summary,value,preserve_as_source_summary,Use for audit/reporting; do not create CRM entities from summary metrics alone.
