unresolved_id,severity,phase,csv_file,source_row_number,source_record_id,relationship_field,raw_value,expected_target_entity,reason_unresolved,suggested_canonical_or_alias,suggested_resolution
REL-0125,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,6,TPB-005,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0126,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,7,TPB-006,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0127,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,8,TPB-007,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0128,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,9,TPB-008,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0129,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,10,TPB-009,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0130,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,11,TPB-010,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0131,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,12,TPB-011,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0132,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,13,TPB-012,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0133,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,14,TPB-013,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0134,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,15,TPB-014,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0135,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,16,TPB-015,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0136,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,17,TPB-016,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0137,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,18,TPB-017,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0138,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,19,TPB-018,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0139,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,20,TPB-019,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0140,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_TRADES_AND_PROFESSIONAL_BODIES.csv,21,TPB-020,Venue,Venue not publicly confirmed,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0141,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,5,,Organization,SIIT,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",Saskatchewan Indian Institute of Technologies,Create or confirm alias to suggested canonical record.
REL-0142,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,11,,Organization,Prairieland Park,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0143,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PROCUREMENT_AND_POLICIES.csv,12,,Organization,Government/public institutions,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0144,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,2,,Organization,All Phase 1 connections,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0145,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,7,,Organization,SIIT,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",Saskatchewan Indian Institute of Technologies,Create or confirm alias to suggested canonical record.
REL-0146,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,16,,Organization,SATCC,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",Saskatchewan Apprenticeship and Trade Certification Commission,Create or confirm alias to suggested canonical record.
REL-0147,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,18,,Organization,APEGS,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",Association of Professional Engineers and Geoscientists of Saskatchewan,Create or confirm alias to suggested canonical record.
REL-0148,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,21,,Organization,Prairieland Park,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0149,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,26,,Organization,USask College of Medicine,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",University of Saskatchewan College of Medicine,Create or confirm alias to suggested canonical record.
REL-0150,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,27,,Organization,USask College of Nursing,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",University of Saskatchewan College of Nursing,Create or confirm alias to suggested canonical record.
REL-0151,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,28,,Organization,USask WCVM,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",Western College of Veterinary Medicine,Create or confirm alias to suggested canonical record.
REL-0152,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,29,,Organization,USask Engineering / Camp 4,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Split into multiple relationships when the value names more than one organization.
REL-0153,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_RESEARCH_GAPS.csv,30,,Organization,U of R Faculty of Nursing,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",University of Regina Faculty of Nursing,Create or confirm alias to suggested canonical record.
REL-0154,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,9,8,Institution or organization,Prairieland Park,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0155,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,15,14,Institution or organization,University of Regina CKHS Main Gym,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.","Centre for Kinesiology, Health and Sport Main Gym",Create or confirm alias to suggested canonical record.
REL-0156,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PRIORITY_OUTREACH_LIST.csv,34,33,Institution or organization,APEGS,organization,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",Association of Professional Engineers and Geoscientists of Saskatchewan,Create or confirm alias to suggested canonical record.
REL-0157,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,2,,Phase 1 school or division,Saskatoon Public Schools — exact school rows pending Phase 1 import,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0158,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,3,,Phase 1 school or division,Greater Saskatoon Catholic Schools — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0159,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,4,,Phase 1 school or division,Saskatoon-area high schools — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0160,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,5,,Phase 1 school or division,Saskatoon-area schools — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0161,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,5,,Phase 2 institution or venue,Prairieland Park,phase_2_institution_or_venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0162,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,5,,Shared venue,Prairieland Park,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0163,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,6,,Phase 1 school or division,Regina Public Schools — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0164,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,7,,Phase 1 school or division,Regina Catholic School Division — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0165,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,8,,Phase 1 school or division,Regina school divisions — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0166,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,9,,Phase 1 school or division,Prince Albert school divisions — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0167,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,10,,Phase 1 school or division,North Battleford schools — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0168,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,11,,Phase 1 school or division,Yorkton-area schools — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0169,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,12,,Phase 1 school or division,Melfort-area schools — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0170,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,13,,Phase 1 school or division,Swift Current schools — exact rows pending,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Reconcile against Phase 1 source rows and replace provisional wording with exact organization links.
REL-0171,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,14,,Phase 1 school or division,Saskatoon Public Schools,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0172,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,14,,Shared venue,Not a single shared venue,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0173,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,15,,Phase 1 school or division,Greater Saskatoon Catholic Schools,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0174,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,15,,Shared venue,Not a single shared venue,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0175,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,16,,Phase 1 school or division,Regina Public Schools,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0176,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,16,,Shared venue,Not a single shared venue,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0177,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,17,,Phase 1 school or division,Regina Catholic School Division,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0178,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,17,,Shared venue,Not a single shared venue,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0179,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,18,,Phase 1 school or division,Provincial high-school network,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0180,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,18,,Shared venue,Not a single shared venue,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0181,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,19,,Phase 1 school or division,Provincial high-school network,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0182,high,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,19,,Phase 2 institution or venue,SATCC,phase_2_institution_or_venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",Saskatchewan Apprenticeship and Trade Certification Commission,Create or confirm alias to suggested canonical record.
REL-0183,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,19,,Shared venue,Not a single shared venue,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0184,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,20,,Phase 1 school or division,Northern Saskatchewan schools,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,"Create canonical organization/venue if legitimate, or map to alias/status value after review."
REL-0185,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,20,,Shared venue,Not a single shared venue,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
REL-0186,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,21,,Phase 1 school or division,Métis and partner schools,phase_1_school_or_division,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Split into multiple relationships when the value names more than one organization.
REL-0187,medium,phase_2,Bloom_Boys_SK_Postsecondary_Trades_Phase_2_PHASE_1_CONNECTIONS.csv,21,,Shared venue,Not a single shared venue,venue,"No exact canonical organization/venue match after normalization, or value is provisional/generic.",,Keep as unknown venue status until a specific venue is confirmed.
